Symbol,CompanyName,Sector,Industry,MarketCapCr,CapCategory
THEJO,Thejo Engineering Limited,Industrials,Specialty Industrial Machinery,2225.0,Small Cap
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Lodging,18538.0,Mid Cap
THEMISMED,Themis Medicare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1109.0,Small Cap
THERMAX,Thermax Limited,Industrials,Conglomerates,44609.0,Mid Cap
THOMASCOOK,Thomas Cook (India) Limited,Consumer Cyclical,Travel Services,5193.0,Small Cap
THOMASCOTT,Thomas Scott (India) Limited,Consumer Cyclical,Textile Manufacturing,409.0,Small Cap
THYROCARE,Thyrocare Technologies Limited,Healthcare,Diagnostics & Research,9494.0,Small Cap
TI,Tilaknagar Industries Ltd.,Consumer Defensive,Beverages - Wineries & Distilleries,14249.0,Small Cap
TIIL,Technocraft Industries (India) Limited,Industrials,Tools & Accessories,7815.0,Small Cap
TIINDIA,Tube Investments of India Limited,Industrials,Conglomerates,55338.0,Large Cap
TIJARIA,Tijaria Polypipes Limited,Industrials,Building Products & Equipment,17.0,Small Cap
TIL,TIL Limited,Industrials,Farm & Heavy Construction Machinery,2012.0,Small Cap
TIMETECHNO,Time Technoplast Limited,Consumer Cyclical,Packaging & Containers,9101.0,Small Cap
TIMEX,Timex Group India Limited,Consumer Cyclical,Luxury Goods,6054.0,Small Cap
TIMKEN,Timken India Limited,Industrials,Tools & Accessories,23332.0,Mid Cap
TINNARUBR,Tinna Rubber and Infrastructure Limited,Basic Materials,Specialty Chemicals,1832.0,Small Cap
TIPSFILMS,Tips Films Limited,Communication Services,Entertainment,150.0,Small Cap
TIPSMUSIC,Tips Music Limited,Communication Services,Entertainment,8258.0,Small Cap
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,Specialty Chemicals,1891.0,Small Cap
TITAGARH,Titagarh Rail Systems Limited,Industrials,Railroads,11185.0,Small Cap
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,450311.0,Large Cap
TMB,Tamilnad Mercantile Bank Limited,Financial Services,Banks - Regional,13811.0,Small Cap
TMCV,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers,174265.0,Large Cap
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,114796.0,Large Cap
TNPETRO,Tamilnadu Petroproducts Limited,Basic Materials,Specialty Chemicals,1031.0,Small Cap
TNPL,Tamil Nadu Newsprint and Papers Limited,Basic Materials,Paper & Paper Products,976.0,Small Cap
TNTELE,Tamilnadu Telecommunications Limited,Technology,Communication Equipment,41.0,Small Cap
TOLINS,Tolins Tyres Limited,Consumer Cyclical,Auto Parts,380.0,Small Cap
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,185125.0,Large Cap
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,62635.0,Large Cap
TOTAL,Total Transport Systems Limited,Industrials,Integrated Freight & Logistics,119.0,Small Cap
TOUCHWOOD,Touchwood Entertainment Limited,Communication Services,Advertising Agencies,69.0,Small Cap
TPHQ,Teamo Productions HQ Limited,Industrials,Engineering & Construction,62.0,Small Cap
TPLPLASTEH,TPL Plastech Limited,Consumer Cyclical,Packaging & Containers,612.0,Small Cap
TRACXN,Tracxn Technologies Limited,Technology,Software - Application,319.0,Small Cap
TRANSPEK,Transpek Industry Limited,Basic Materials,Chemicals,748.0,Small Cap
TRANSRAILL,,Industrials,Engineering & Construction,6248.0,Small Cap
TRAVELFOOD,,Consumer Cyclical,Restaurants,17071.0,Mid Cap
TREEHOUSE,Tree House Education & Accessories Limited,Consumer Defensive,Education & Training Services,26.0,Small Cap
TREJHARA,Trejhara Solutions Limited,Technology,Software - Application,383.0,Small Cap
TREL,Transindia Real Estate Limited,Real Estate,Real Estate Services,657.0,Small Cap
TRENT,Trent Limited,Consumer Cyclical,Apparel Retail,155277.0,Large Cap
TRF,TRF Limited,Industrials,Specialty Industrial Machinery,252.0,Small Cap
TRIDENT,Trident Limited,Consumer Cyclical,Textile Manufacturing,12408.0,Small Cap
TRIGYN,Trigyn Technologies Limited,Technology,Information Technology Services,167.0,Small Cap
TRITURBINE,Triveni Turbine Limited,Industrials,Specialty Industrial Machinery,18125.0,Mid Cap
TRIVENI,Triveni Engineering & Industries Limited,Consumer Defensive,Confectioners,6347.0,Small Cap
TRU,TruCap Finance Limited,Financial Services,Credit Services,50.0,Small Cap
TRUALT,TruAlt Bioenergy Limited,Energy,Oil & Gas Refining & Marketing,3740.0,Small Cap
TSFINV,TSF Investments Limited,Financial Services,Asset Management,9026.0,Small Cap
TTKHLTCARE,TTK Healthcare Limited,Healthcare,Drug Manufacturers - General,1534.0,Small Cap
TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8169.0,Small Cap
TTL,T.T. Limited,Consumer Cyclical,Textile Manufacturing,168.0,Small Cap
TTML,Tata Teleservices (Maharashtra) Limited,Communication Services,Telecom Services,7352.0,Small Cap
TURTLEMINT,,Financial Services,Insurance Brokers,,Unknown
TVSELECT,TVS Electronics Limited,Technology,Computer Hardware,826.0,Small Cap
TVSHLTD,TVS Holdings Limited,Consumer Cyclical,Auto Parts,27437.0,Mid Cap
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers,208472.0,Large Cap
TVSSCS,TVS Supply Chain Solutions Limited,Industrials,Integrated Freight & Logistics,5907.0,Small Cap
TVSSRICHAK,TVS Srichakra Limited,Consumer Cyclical,Auto Parts,3687.0,Small Cap
TVTODAY,T.V. Today Network Limited,Communication Services,Broadcasting,668.0,Small Cap
UBL,United Breweries Limited,Consumer Defensive,Beverages - Brewers,35536.0,Mid Cap
UCAL,UCAL Limited,Consumer Cyclical,Auto Parts,314.0,Small Cap
UCOBANK,UCO Bank,Financial Services,Banks - Regional,32503.0,Mid Cap
UDS,Updater Services Limited,Industrials,Specialty Business Services,1500.0,Small Cap
UEL,Ujaas Energy Limited,Technology,Solar,2182.0,Small Cap
UFBL,United Foodbrands Limited,Consumer Cyclical,Restaurants,3114.0,Small Cap
UFLEX,Uflex Limited,Consumer Cyclical,Packaging & Containers,4414.0,Small Cap
UFO,UFO Moviez India Limited,Communication Services,Entertainment,253.0,Small Cap
UGARSUGAR,The Ugar Sugar Works Limited,Consumer Defensive,Confectioners,622.0,Small Cap
UGROCAP,UGRO Capital Limited,Financial Services,Credit Services,1343.0,Small Cap
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,Banks - Regional,13587.0,Small Cap
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials,337501.0,Large Cap
ULTRAMAR,Ultramarine & Pigments Limited,Basic Materials,Specialty Chemicals,1203.0,Small Cap
UMESLTD,Usha Martin Education & Solutions Limited,Consumer Defensive,Education & Training Services,16.0,Small Cap
UMIYA-MRO,Umiya Buildcon Limited,Real Estate,Real Estate - Development,166.0,Small Cap
UNICHEMLAB,Unichem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3761.0,Small Cap
UNIECOM,Unicommerce eSolutions Limited,Technology,Software - Application,957.0,Small Cap
UNIENTER,Uniphos Enterprises Limited,Basic Materials,Chemicals,1321.0,Small Cap
UNIMECH,Unimech Aerospace and Manufacturing Limited,Industrials,Aerospace & Defense,7467.0,Small Cap
UNIONBANK,Union Bank of India,Financial Services,Banks - Regional,141802.0,Large Cap
UNIPARTS,Uniparts India Limited,Industrials,Farm & Heavy Construction Machinery,3726.0,Small Cap
UNITDSPR,,Consumer Defensive,Beverages - Wineries & Distilleries,109668.0,Large Cap
UNITECH,Unitech Limited,Real Estate,Real Estate - Diversified,1052.0,Small Cap
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Consumer Defensive,Farm Products,227.0,Small Cap
UNIVCABLES,Universal Cables Limited,Industrials,Electrical Equipment & Parts,5514.0,Small Cap
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,72224.0,Large Cap
UPL,UPL Limited,Basic Materials,Agricultural Inputs,48993.0,Mid Cap
URBANCO,Urban Company Limited,Technology,Software - Application,25063.0,Mid Cap
URJA,Urja Global Limited,Technology,Solar,514.0,Small Cap
USHAMART,Usha Martin Limited,Basic Materials,Steel,14891.0,Small Cap
USK,Udayshivakumar Infra Limited,Industrials,Engineering & Construction,119.0,Small Cap
UTIAMC,UTI Asset Management Company Limited,Financial Services,Asset Management,11453.0,Small Cap
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Services,Banks - Regional,2598.0,Small Cap
UTLSOLAR,,Technology,Solar,13731.0,Small Cap
UTTAMSUGAR,Uttam Sugar Mills Limited,Consumer Defensive,Confectioners,1221.0,Small Cap
UYFINCORP,U. Y. Fincorp Limited,Financial Services,Credit Services,380.0,Small Cap
V2RETAIL,V2 Retail Limited,Consumer Cyclical,Apparel Retail,8062.0,Small Cap
VADILALIND,Vadilal Industries Limited,Consumer Defensive,Packaged Foods,5345.0,Small Cap
VAIBHAVGBL,Vaibhav Global Limited,Consumer Cyclical,Luxury Goods,3680.0,Small Cap
VAISHALI,Vaishali Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,106.0,Small Cap
VAKRANGEE,Vakrangee Limited,Technology,Information Technology Services,640.0,Small Cap
VAML,Vedanta Aluminium Metal Limited,Basic Materials,Aluminum,175004.0,Large Cap
VARDMNPOLY,Vardhman Polytex Limited,Consumer Cyclical,Textile Manufacturing,290.0,Small Cap
VARROC,Varroc Engineering Limited,Consumer Cyclical,Auto Parts,12297.0,Small Cap
VASCONEQ,Vascon Engineers Limited,Industrials,Engineering & Construction,719.0,Small Cap
VASWANI,Vaswani Industries Limited,Basic Materials,Steel,152.0,Small Cap
VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,146478.0,Large Cap
VCL,Vaxtex Cotfab Limited,Consumer Cyclical,Textile Manufacturing,43.0,Small Cap
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,107109.0,Large Cap
VEDPOWER,Vedanta Power Limited,Utilities,Utilities - Independent Power Producers,14156.0,Small Cap
VEEDOL,Veedol Corporation Limited,Basic Materials,Specialty Chemicals,2498.0,Small Cap
VENKEYS,Venky's (India) Limited,Consumer Defensive,Farm Products,2216.0,Small Cap
VENTIVE,Ventive Hospitality Limited,Consumer Cyclical,Lodging,13984.0,Small Cap
VENUSPIPES,Venus Pipes and Tubes Limited,Basic Materials,Steel,3205.0,Small Cap
VERANDA,Veranda Learning Solutions Limited,Consumer Defensive,Education & Training Services,2381.0,Small Cap
VESUVIUS,Vesuvius India Limited,Industrials,Specialty Industrial Machinery,8689.0,Small Cap
VGL,Varvee Global Limited,Consumer Cyclical,Textile Manufacturing,300.0,Small Cap
VGUARD,V-Guard Industries Limited,Industrials,Electrical Equipment & Parts,14507.0,Small Cap
VHL,Vardhman Holdings Limited,Financial Services,Credit Services,1089.0,Small Cap
VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials,Specialty Chemicals,1678.0,Small Cap
VIDYAWIRES,,Industrials,Electrical Equipment & Parts,1810.0,Small Cap
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research,15280.0,Mid Cap
VIKASECO,Vikas Ecotech Limited,Basic Materials,Specialty Chemicals,186.0,Small Cap
VIKASLIFE,Vikas Lifecare Limited,Consumer Defensive,Farm Products,221.0,Small Cap
VIKRAMSOLR,,Technology,Solar,6145.0,Small Cap
VIKRAN,Vikran Engineering Limited,Industrials,Engineering & Construction,1545.0,Small Cap
VIMTALABS,Vimta Labs Limited,Healthcare,Diagnostics & Research,2780.0,Small Cap
VINATIORGA,Vinati Organics Limited,Basic Materials,Specialty Chemicals,13810.0,Small Cap
VINCOFE,Vintage Coffee and Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,2345.0,Small Cap
VINDHYATEL,Vindhya Telelinks Limited,Industrials,Engineering & Construction,2826.0,Small Cap
VINNY,Vinny Overseas Limited,Consumer Cyclical,Textile Manufacturing,50.0,Small Cap
VINYLINDIA,Vinyl Chemicals (India) Limited,Basic Materials,Specialty Chemicals,436.0,Small Cap
VIPIND,V.I.P. Industries Limited,Consumer Cyclical,Footwear & Accessories,4262.0,Small Cap
VIRINCHI,Virinchi Limited,Technology,Software - Application,172.0,Small Cap
VISAKAIND,Visaka Industries Limited,Industrials,Building Products & Equipment,789.0,Small Cap
VISHNU,Vishnu Chemicals Limited,Basic Materials,Specialty Chemicals,4318.0,Small Cap
VISHWARAJ,Vishwaraj Sugar Industries Limited,Consumer Defensive,Confectioners,137.0,Small Cap
VISL,Vedanta Iron and Steel Limited,Basic Materials,Steel,14500.0,Small Cap
VIVIDHA,Visagar Polytex Limited,Consumer Cyclical,Textile Manufacturing,15.0,Small Cap
VIYASH,Viyash Scientific Limited,Healthcare,Drug Manufacturers - Specialty & Generic,11987.0,Small Cap
VLSFINANCE,VLS Finance Limited,Financial Services,Capital Markets,772.0,Small Cap
VMART,V-Mart Retail Limited,Consumer Cyclical,Department Stores,6824.0,Small Cap
VMM,Vishal Mega Mart Limited,Consumer Cyclical,Department Stores,52287.0,Large Cap
VMSTMT,VMS TMT Limited,Basic Materials,Steel,233.0,Small Cap
VOEPL,Virtuoso Optoelectronics Limited,Technology,Consumer Electronics,1702.0,Small Cap
VOGL,Vedanta Oil and Gas Limited,Basic Materials,Other Industrial Metals & Mining,15214.0,Mid Cap
VOLTAMP,Voltamp Transformers Limited,Industrials,Electrical Equipment & Parts,11048.0,Small Cap
VOLTAS,Voltas Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",40904.0,Mid Cap
VPRPL,Vishnu Prakash R Punglia Limited,Industrials,Engineering & Construction,420.0,Small Cap
VRAJ,Vraj Iron and Steel Limited,Basic Materials,Steel,400.0,Small Cap
VRLLOG,VRL Logistics Limited,Industrials,Trucking,5048.0,Small Cap
VSSL,Vardhman Special Steels Limited,Basic Materials,Steel,3340.0,Small Cap
VSTIND,VST Industries Limited,Consumer Defensive,Tobacco,3559.0,Small Cap
VSTL,Vibhor Steel Tubes Limited,Basic Materials,Steel,212.0,Small Cap
VSTTILLERS,V.S.T. Tillers Tractors Limited,Industrials,Farm & Heavy Construction Machinery,3833.0,Small Cap
VTL,Vardhman Textiles Limited,Consumer Cyclical,Textile Manufacturing,17507.0,Mid Cap
WAAREEENER,,Technology,Solar,76219.0,Large Cap
WAAREEINDO,Indosolar Limited,Technology,Solar,1152.0,Small Cap
WAAREERTL,Waaree Renewable Technologies Limited,Industrials,Engineering & Construction,9036.0,Small Cap
WABAG,VA Tech Wabag Limited,Industrials,Engineering & Construction,12540.0,Small Cap
WAKEFIT,Wakefit Innovations Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4788.0,Small Cap
WALCHANNAG,Walchandnagar Industries Limited,Industrials,Engineering & Construction,1495.0,Small Cap
WANBURY,Wanbury Limited,Healthcare,Drug Manufacturers - Specialty & Generic,924.0,Small Cap
WCIL,Western Carriers (India) Limited,Industrials,Integrated Freight & Logistics,888.0,Small Cap
WEALTH,Wealth First Portfolio Managers Limited,Financial Services,Capital Markets,908.0,Small Cap
WEBELSOLAR,Websol Energy System Limited,Technology,Solar,3470.0,Small Cap
WEIZMANIND,Weizmann Limited,Consumer Cyclical,Textile Manufacturing,119.0,Small Cap
WEL,Wonder Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1795.0,Small Cap
WELCORP,Welspun Corp Limited,Basic Materials,Steel,62551.0,Large Cap
WELENT,Welspun Enterprises Limited,Industrials,Engineering & Construction,8925.0,Small Cap
WELSPLSOL,Welspun Specialty Solutions Limited,Basic Materials,Steel,,Unknown
WELSPUNLIV,Welspun Living Limited,Consumer Cyclical,Textile Manufacturing,18018.0,Mid Cap
WENDT,Wendt (India) Limited,Industrials,Tools & Accessories,1638.0,Small Cap
WESTLIFE,Westlife Foodworld Limited,Consumer Cyclical,Restaurants,8982.0,Small Cap
WEWORK,WeWork India Management Limited,Real Estate,Real Estate Services,9357.0,Small Cap
WHEELS,Wheels India Limited,Consumer Cyclical,Auto Parts,3649.0,Small Cap
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9702.0,Small Cap
WILLAMAGOR,Williamson Magor & Co. Limited,Financial Services,Credit Services,26.0,Small Cap
WINDLAS,Windlas Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2049.0,Small Cap
WINDMACHIN,Windsor Machines Limited,Industrials,Specialty Industrial Machinery,3223.0,Small Cap
WIPL,The Western India Plywoods Limited,Basic Materials,Lumber & Wood Production,144.0,Small Cap
WIPRO,Wipro Limited,Technology,Information Technology Services,176880.0,Large Cap
WOCKPHARMA,Wockhardt Limited,Healthcare,Drug Manufacturers - Specialty & Generic,30758.0,Mid Cap
WONDERLA,Wonderla Holidays Limited,Consumer Cyclical,Leisure,3252.0,Small Cap
WORTHPERI,Worth Peripherals Limited,Consumer Cyclical,Packaging & Containers,244.0,Small Cap
WPIL,WPIL Limited,Industrials,Specialty Industrial Machinery,,Unknown
WSI,W.S. Industries (India) Limited,Industrials,Engineering & Construction,463.0,Small Cap
WSTCSTPAPR,West Coast Paper Mills Limited,Basic Materials,Paper & Paper Products,4027.0,Small Cap
XCHANGING,Xchanging Solutions Limited,Technology,Information Technology Services,678.0,Small Cap
XELPMOC,Xelpmoc Design and Tech Limited,Technology,Information Technology Services,124.0,Small Cap
XPROINDIA,Xpro India Limited,Basic Materials,Specialty Chemicals,2782.0,Small Cap
XTGLOBAL,XTGlobal Infotech Limited,Technology,Software - Application,392.0,Small Cap
YASHO,Yasho Industries Limited,Basic Materials,Specialty Chemicals,5094.0,Small Cap
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Medical Care Facilities,8932.0,Small Cap
YATRA,Yatra Online Limited,Consumer Cyclical,Travel Services,1789.0,Small Cap
YESBANK,Yes Bank Limited,Financial Services,Banks - Regional,70528.0,Large Cap
YUKEN,Yuken India Limited,Industrials,Specialty Industrial Machinery,1282.0,Small Cap
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Technology,Software - Infrastructure,2543.0,Small Cap
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,Broadcasting,10067.0,Small Cap
ZEEMEDIA,Zee Media Corporation Limited,Communication Services,Broadcasting,601.0,Small Cap
ZENITHEXPO,Zenith Exports Limited,Consumer Cyclical,Textile Manufacturing,106.0,Small Cap
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Basic Materials,Steel,77.0,Small Cap
ZENSARTECH,Zensar Technologies Limited,Technology,Information Technology Services,10671.0,Small Cap
ZENTEC,Zen Technologies Limited,Industrials,Aerospace & Defense,16810.0,Mid Cap
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Consumer Cyclical,Auto Parts,29618.0,Mid Cap
ZFSTEERING,ZF Steering Gear (India) Limited,Consumer Cyclical,Auto Parts,612.0,Small Cap
ZODIAC,Zodiac Energy Limited,,,,Unknown
ZODIACLOTH,Zodiac Clothing Company Limited,Consumer Cyclical,Apparel Manufacturing,203.0,Small Cap
ZOTA,Zota Health Care Limited,Healthcare,Biotechnology,3273.0,Small Cap
ZSARACOM,Saraswati Commercial (India) Limited,Financial Services,Asset Management,,Unknown
ZUARI,Zuari Agro Chemicals Limited,Basic Materials,Agricultural Inputs,979.0,Small Cap
ZUARIIND,Zuari Industries Limited,Industrials,Conglomerates,841.0,Small Cap
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,110643.0,Large Cap
ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive,Packaged Foods,16686.0,Mid Cap
