Symbol,CompanyName,Sector,Industry,MarketCapCr,CapCategory
KRISHIVAL,,Consumer Defensive,Packaged Foods,1039.0,Small Cap
KRISHNADEF,,Industrials,Specialty Industrial Machinery,1548.0,Small Cap
KRITI,Kriti Industries (India) Limited,Industrials,Building Products & Equipment,344.0,Small Cap
KRITIKA,Kritika Wires Limited,Basic Materials,Steel,146.0,Small Cap
KRITINUT,Kriti Nutrients Limited,Consumer Defensive,Packaged Foods,447.0,Small Cap
KRONOX,Kronox Lab Sciences Limited,Basic Materials,Specialty Chemicals,690.0,Small Cap
KROSS,Kross Limited,Consumer Cyclical,Auto Parts,1353.0,Small Cap
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,Diagnostics & Research,1819.0,Small Cap
KRYSTAL,Krystal Integrated Services Limited,Industrials,Specialty Business Services,876.0,Small Cap
KSB,KSB Limited,Industrials,Specialty Industrial Machinery,13949.0,Small Cap
KSCL,Kaveri Seed Company Limited,Basic Materials,Agricultural Inputs,4015.0,Small Cap
KSHINTL,KSH International Limited,Industrials,Electrical Equipment & Parts,6605.0,Small Cap
KSL,Kalyani Steels Limited,Basic Materials,Steel,3810.0,Small Cap
KSOLVES,Ksolves India Limited,Technology,Software - Application,649.0,Small Cap
KSR,KSR Footwear Limited,Consumer Cyclical,Footwear & Accessories,54.0,Small Cap
KTKBANK,The Karnataka Bank Limited,Financial Services,Banks - Regional,12624.0,Small Cap
KUANTUM,Kuantum Papers Limited,Basic Materials,Paper & Paper Products,631.0,Small Cap
KUSUMGAR,,Consumer Cyclical,Textile Manufacturing,,Unknown
KWIL,Kwality Walls (India) Limited,Consumer Defensive,Packaged Foods,11139.0,Small Cap
LAGNAM,Lagnam Spintex Limited,Consumer Cyclical,Textile Manufacturing,134.0,Small Cap
LAHOTIOV,Lahoti Overseas Limited,Consumer Cyclical,Textile Manufacturing,,Unknown
LAL,Lorenzini Apparels Limited,Consumer Cyclical,Apparel Manufacturing,154.0,Small Cap
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,Diagnostics & Research,31940.0,Mid Cap
LAMBODHARA,Lambodhara Textiles Limited,Consumer Cyclical,Textile Manufacturing,137.0,Small Cap
LANCORHOL,Lancor Holdings Limited,Real Estate,Real Estate - Development,234.0,Small Cap
LANDMARK,Landmark Cars Limited,Consumer Cyclical,Auto & Truck Dealerships,2211.0,Small Cap
LANDSMILL,Landsmill Green Limited,Industrials,Conglomerates,100.0,Small Cap
LAOPALA,La Opala RG Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1857.0,Small Cap
LASA,Lasa Supergenerics Limited,Healthcare,Drug Manufacturers - Specialty & Generic,36.0,Small Cap
LASERPOWER,,Industrials,Electrical Equipment & Parts,4692.0,Small Cap
LATENTVIEW,Latent View Analytics Limited,Industrials,Consulting Services,5760.0,Small Cap
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,100612.0,Large Cap
LAXMICOT,Laxmi Cotspin Limited,Consumer Cyclical,Textile Manufacturing,24.0,Small Cap
LAXMIDENTL,,Healthcare,Medical Instruments & Supplies,1062.0,Small Cap
LCCINFOTEC,LCC Infotech Limited,Consumer Defensive,Education & Training Services,43.0,Small Cap
LCL,Lohia Corp Limited,Industrials,Specialty Industrial Machinery,3086.0,Small Cap
LEMERITE,,Consumer Cyclical,Textile Manufacturing,288.0,Small Cap
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging,8596.0,Small Cap
LENSKART,,Healthcare,Medical Instruments & Supplies,115323.0,Large Cap
LEXUS,Lexus Granito (India) Limited,Industrials,Building Products & Equipment,27.0,Small Cap
LFIC,Lakshmi Finance & Industrial Corporation Limited,Financial Services,Asset Management,41.0,Small Cap
LGBBROSLTD,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,Auto Parts,5137.0,Small Cap
LGEINDIA,,Technology,Consumer Electronics,114889.0,Large Cap
LGHL,Laxmi Goldorna House Limited,Consumer Cyclical,Luxury Goods,881.0,Small Cap
LIBAS,Libas Consumer Products Limited,Consumer Cyclical,Apparel Manufacturing,27.0,Small Cap
LIBERTSHOE,Liberty Shoes Ltd.,Consumer Cyclical,Footwear & Accessories,418.0,Small Cap
LICHSGFIN,LIC Housing Finance Limited,Financial Services,Mortgage Finance,27437.0,Mid Cap
LICI,Life Insurance Corporation of India,Financial Services,Insurance - Life,535664.0,Large Cap
LIKHITHA,Likhitha Infrastructure Limited,Energy,Oil & Gas Equipment & Services,822.0,Small Cap
LINC,Linc Limited,Industrials,Business Equipment & Supplies,574.0,Small Cap
LINCOLN,Lincoln Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1243.0,Small Cap
LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals,55307.0,Large Cap
LLOYDSENGG,Lloyds Engineering Works Limited,Industrials,Specialty Industrial Machinery,13258.0,Small Cap
LLOYDSENT,Lloyds Enterprises Limited,Basic Materials,Steel,11202.0,Small Cap
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,103224.0,Large Cap
LMW,LMW Limited,Industrials,Specialty Industrial Machinery,20705.0,Mid Cap
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,126844.0,Large Cap
LORDSCHLO,Lords Chloro Alkali Limited,Basic Materials,Chemicals,379.0,Small Cap
LOTUSDEV,,Industrials,Engineering & Construction,8797.0,Small Cap
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,Medical Care Facilities,239.0,Small Cap
LOVABLE,Lovable Lingerie Limited,Consumer Cyclical,Apparel Manufacturing,105.0,Small Cap
LOYALTEX,Loyal Textile Mills Limited,Consumer Cyclical,Textile Manufacturing,101.0,Small Cap
LPDC,Landmark Property Development Company Limited,Real Estate,Real Estate Services,97.0,Small Cap
LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,563252.0,Large Cap
LTF,L&T Finance Limited,Financial Services,Credit Services,79605.0,Large Cap
LTFOODS,LT Foods Limited,Consumer Defensive,Packaged Foods,15368.0,Mid Cap
LTM,LTM Limited,Technology,Information Technology Services,133959.0,Large Cap
LTTS,L&T Technology Services Limited,Technology,Information Technology Services,37817.0,Mid Cap
LUMAXIND,Lumax Industries Limited,Consumer Cyclical,Auto Parts,5476.0,Small Cap
LUMAXTECH,Lumax Auto Technologies Limited,Consumer Cyclical,Auto Parts,13120.0,Small Cap
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,99476.0,Large Cap
LUXIND,Lux Industries Limited,Consumer Cyclical,Apparel Manufacturing,3662.0,Small Cap
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,Specialty Chemicals,4713.0,Small Cap
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,409964.0,Large Cap
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,52762.0,Large Cap
MAANALU,Maan Aluminium Limited,Basic Materials,Aluminum,713.0,Small Cap
MACPOWER,Macpower CNC Machines Limited,Industrials,Specialty Industrial Machinery,1925.0,Small Cap
MADHAV,Madhav Marbles and Granites Limited,Industrials,Building Products & Equipment,31.0,Small Cap
MADHAVIPL,Madhav Infra Projects Limited,Industrials,Engineering & Construction,,Unknown
MADRASFERT,Madras Fertilizers Limited,Basic Materials,Agricultural Inputs,1128.0,Small Cap
MAFATIND,Mafatlal Industries Limited,Unknown,Unknown,873.0,Small Cap
MAGADSUGAR,Magadh Sugar & Energy Limited,Consumer Defensive,Confectioners,819.0,Small Cap
MAGNUM,Magnum Ventures Limited,Basic Materials,Paper & Paper Products,132.0,Small Cap
MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,62732.0,Large Cap
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Services,Credit Services,167.0,Small Cap
MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,Steel,1972.0,Small Cap
MAHEPC,Mahindra EPC Irrigation Limited,Industrials,Farm & Heavy Construction Machinery,298.0,Small Cap
MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate,Real Estate - Development,8031.0,Small Cap
MAHLOG,Mahindra Logistics Limited,Industrials,Integrated Freight & Logistics,3956.0,Small Cap
MAHSCOOTER,Maharashtra Scooters Ltd.,Financial Services,Asset Management,15149.0,Mid Cap
MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,Steel,8516.0,Small Cap
MAITHANALL,Maithan Alloys Limited,Basic Materials,Steel,2865.0,Small Cap
MALLCOM,Mallcom (India) Limited,Industrials,Security & Protection Services,601.0,Small Cap
MALUPAPER,Malu Paper Mills Limited,Basic Materials,Paper & Paper Products,56.0,Small Cap
MAMATA,Mamata Machinery Limited,Industrials,Specialty Industrial Machinery,1006.0,Small Cap
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,Aluminum,263.0,Small Cap
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication,1326.0,Small Cap
MANAKSIA,Manaksia Limited,Industrials,Metal Fabrication,375.0,Small Cap
MANAKSTEEL,Manaksia Steels Limited,Basic Materials,Steel,569.0,Small Cap
MANALIPETC,Manali Petrochemicals Limited,Basic Materials,Specialty Chemicals,1291.0,Small Cap
MANAPPURAM,Manappuram Finance Limited,Financial Services,Credit Services,34267.0,Mid Cap
MANBA,Manba Finance Limited,Financial Services,Credit Services,649.0,Small Cap
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services,Credit Services,469.0,Small Cap
MANGALAM,Mangalam Drugs & Organics Limited,Healthcare,Drug Manufacturers - Specialty & Generic,52.0,Small Cap
MANGLMCEM,Mangalam Cement Limited,Basic Materials,Building Materials,2879.0,Small Cap
MANINDS,Man Industries (India) Limited,Basic Materials,Steel,5360.0,Small Cap
MANINFRA,Man Infraconstruction Limited,Industrials,Engineering & Construction,4576.0,Small Cap
MANIPALHOS,,Healthcare,Medical Care Facilities,100002.0,Large Cap
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,97203.0,Large Cap
MANOMAY,Manomay Tex India Limited,Consumer Cyclical,Textile Manufacturing,390.0,Small Cap
MANORAMA,Manorama Industries Limited,Consumer Defensive,Packaged Foods,12134.0,Small Cap
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing,13118.0,Small Cap
MAPMYINDIA,C. E. Info Systems Limited,Technology,Software - Infrastructure,5252.0,Small Cap
MARATHON,Marathon Nextgen Realty Limited,Real Estate,Real Estate - Development,2762.0,Small Cap
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,109054.0,Large Cap
MARINE,Marine Electricals (India) Limited,Industrials,Electrical Equipment & Parts,4949.0,Small Cap
MARKOLINES,,Industrials,Infrastructure Operations,379.0,Small Cap
MARKSANS,Marksans Pharma Limited,Healthcare,Drug Manufacturers - General,14424.0,Small Cap
MARSONS,Marsons Limited,Industrials,Electrical Equipment & Parts,2118.0,Small Cap
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,426519.0,Large Cap
MASFIN,MAS Financial Services Limited,Financial Services,Credit Services,5420.0,Small Cap
MASTEK,Mastek Limited,Technology,Information Technology Services,5160.0,Small Cap
MASTERTR,Master Trust Limited,Financial Services,Capital Markets,1018.0,Small Cap
MATRIMONY,Matrimony.com Limited,Communication Services,Internet Content & Information,1081.0,Small Cap
MAWANASUG,Mawana Sugars Limited,Consumer Defensive,Confectioners,554.0,Small Cap
MAXESTATES,,Real Estate,Real Estate - Development,9078.0,Small Cap
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,97328.0,Large Cap
MAXIND,Max India Limited,Healthcare,Medical Care Facilities,853.0,Small Cap
MAYURUNIQ,Mayur Uniquoters Limited,Consumer Cyclical,Textile Manufacturing,3224.0,Small Cap
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,102902.0,Large Cap
MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs,7443.0,Small Cap
MBEL,M & B Engineering Limited,Industrials,Engineering & Construction,1564.0,Small Cap
MCCHRLS-B,Mac Charles (India) Limited,Industrials,Conglomerates,,Unknown
MCL,M Tek Copper Limited,Basic Materials,Copper,157.0,Small Cap
MCLOUD,Magellanic Cloud Limited,Technology,Information Technology Services,1716.0,Small Cap
MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,83282.0,Large Cap
MEDANTA,Global Health Limited,Healthcare,Medical Care Facilities,37540.0,Mid Cap
MEDIASSIST,,Healthcare,Healthcare Plans,2652.0,Small Cap
MEDICAMEQ,Medicamen Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic,318.0,Small Cap
MEDICO,Medico Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,348.0,Small Cap
MEDPLUS,MedPlus Health Services Limited,Healthcare,Pharmaceutical Retailers,8131.0,Small Cap
MEESHO,Meesho Limited,Consumer Cyclical,Internet Retail,96687.0,Large Cap
MEGASTAR,Megastar Foods Limited,Consumer Defensive,Packaged Foods,349.0,Small Cap
MEIL,Mangal Electrical Industries Limited,Industrials,Electrical Equipment & Parts,761.0,Small Cap
MENNPIS,Menon Pistons Limited,Consumer Cyclical,Auto Parts,,Unknown
MERCANTILE,Mercantile Ventures Limited,Real Estate,Real Estate Services,,Unknown
MERCURYEV,Mercury Ev-Tech Limited,Consumer Cyclical,Auto Manufacturers,728.0,Small Cap
METROBRAND,Metro Brands Limited,Consumer Cyclical,Apparel Retail,25109.0,Mid Cap
METROGLOBL,MetroGlobal Limited,Industrials,Conglomerates,173.0,Small Cap
METROPOLIS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research,11759.0,Small Cap
MFML,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,Textile Manufacturing,21.0,Small Cap
MFSL,Max Financial Services Limited,Financial Services,Insurance - Life,54436.0,Large Cap
MGL,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,11010.0,Small Cap
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical,Textile Manufacturing,196.0,Small Cap
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,Resorts & Casinos,4410.0,Small Cap
MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials,Steel,7718.0,Small Cap
MIDWESTLTD,,Basic Materials,Building Materials,4149.0,Small Cap
MINDACORP,Minda Corporation Limited,Consumer Cyclical,Auto Parts,16645.0,Mid Cap
MINDTECK,Mindteck (India) Limited,Technology,Information Technology Services,536.0,Small Cap
MIRZAINT,Mirza International Limited,Consumer Cyclical,Footwear & Accessories,448.0,Small Cap
MITTAL,Mittal Life Style Limited,Consumer Cyclical,Textile Manufacturing,39.0,Small Cap
MKPL,M. K. Proteins Limited,Consumer Defensive,Packaged Foods,155.0,Small Cap
MMFL,M M Forgings Limited,Industrials,Metal Fabrication,3055.0,Small Cap
MMP,MMP Industries Limited,Basic Materials,Aluminum,998.0,Small Cap
MMTC,MMTC Limited,Industrials,Conglomerates,9606.0,Small Cap
MOBIKWIK,,Technology,Software - Infrastructure,1533.0,Small Cap
MODIRUBBER,Modi Rubber Limited,Real Estate,Real Estate Services,345.0,Small Cap
MODIS,Modi's Navnirman Limited,Real Estate,Real Estate - Development,739.0,Small Cap
MODTHREAD,Modern Threads (India) Limited,Consumer Cyclical,Textile Manufacturing,188.0,Small Cap
MOHITIND,Mohit Industries Limited,Consumer Cyclical,Textile Manufacturing,34.0,Small Cap
MOIL,MOIL Limited,Basic Materials,Other Industrial Metals & Mining,5177.0,Small Cap
MOKSH,Moksh Ornaments Limited,Consumer Cyclical,Luxury Goods,85.0,Small Cap
MOL,Meghmani Organics Limited,Basic Materials,Agricultural Inputs,1581.0,Small Cap
MOLDTECH,Mold-Tek Technologies Limited,Industrials,Engineering & Construction,552.0,Small Cap
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers,2353.0,Small Cap
MONARCH,Monarch Networth Capital Limited,Financial Services,Capital Markets,3030.0,Small Cap
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,Credit Services,394.0,Small Cap
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing,1149.0,Small Cap
MOREPENLAB,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5145.0,Small Cap
MOSCHIP,MosChip Technologies Limited,Technology,Semiconductor Equipment & Materials,3986.0,Small Cap
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,174323.0,Large Cap
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,60627.0,Large Cap
MOTISONS,,Consumer Cyclical,Luxury Goods,1848.0,Small Cap
MPHASIS,Mphasis Limited,Technology,Information Technology Services,45983.0,Mid Cap
MPSLTD,MPS Limited,Communication Services,Publishing,4583.0,Small Cap
MRF,MRF Limited,Consumer Cyclical,Auto Parts,56407.0,Large Cap
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil & Gas Refining & Marketing,30075.0,Mid Cap
MSPL,MSP Steel & Power Limited,Basic Materials,Steel,1892.0,Small Cap
MSTCLTD,MSTC Limited,Industrials,Conglomerates,5115.0,Small Cap
MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts,24312.0,Mid Cap
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,Telecom Services,1679.0,Small Cap
MUFIN,Mufin Green Finance Limited,Financial Services,Credit Services,2741.0,Small Cap
MUFTI,Credo Brands Marketing Limited,Consumer Cyclical,Apparel Retail,499.0,Small Cap
MUKANDLTD,Mukand Limited,Basic Materials,Steel,1947.0,Small Cap
MUKKA,Mukka Proteins Limited,Consumer Defensive,Packaged Foods,781.0,Small Cap
MUNJALAU,Munjal Auto Industries Limited,Consumer Cyclical,Auto Parts,1127.0,Small Cap
MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical,Auto Parts,526.0,Small Cap
MURUDCERA,Murudeshwar Ceramics Ltd.,Industrials,Building Products & Equipment,185.0,Small Cap
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,Credit Services,405.0,Small Cap
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,128879.0,Large Cap
MUTHOOTMF,,Financial Services,Credit Services,3547.0,Small Cap
MVELECTRO,,Industrials,Electrical Equipment & Parts,1561.0,Small Cap
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,Luxury Goods,737.0,Small Cap
MWL,Mangalam Worldwide Limited,Basic Materials,Steel,1195.0,Small Cap
NACLIND,NACL Industries Limited,Basic Materials,Agricultural Inputs,4253.0,Small Cap
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Financial Services,Asset Management,30.0,Small Cap
NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical,Textile Manufacturing,70.0,Small Cap
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Capital Markets,431.0,Small Cap
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical,Textile Manufacturing,590.0,Small Cap
NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical,Packaging & Containers,600.0,Small Cap
NAHARSPING,Nahar Spinning Mills Limited,Consumer Cyclical,Textile Manufacturing,1065.0,Small Cap
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,78367.0,Large Cap
NARMADA,Narmada Agrobase Limited,Basic Materials,Agricultural Inputs,107.0,Small Cap
NATCAPSUQ,Natural Capsules Limited,Healthcare,Drug Manufacturers - Specialty & Generic,173.0,Small Cap
NATCOPHARM,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,15794.0,Mid Cap
NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,Agricultural Inputs,291.0,Small Cap
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,72483.0,Large Cap
NATIONSTD,National Standard (India) Limited,Real Estate,Real Estate - Development,,Unknown
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,86169.0,Large Cap
NAVA,Nava Limited,Industrials,Conglomerates,15841.0,Mid Cap
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals,41751.0,Mid Cap
NAVKARCORP,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics,1456.0,Small Cap
NAVNETEDUL,Navneet Education Limited,Communication Services,Publishing,2955.0,Small Cap
NAZARA,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia,13770.0,Small Cap
NBCC,NBCC (India) Limited,Industrials,Engineering & Construction,23860.0,Mid Cap
NBIFIN,N.B.I. Industrial Finance Company Limited,Financial Services,Capital Markets,589.0,Small Cap
NCC,NCC Limited,Industrials,Engineering & Construction,9235.0,Small Cap
NCLIND,NCL Industries Limited,Basic Materials,Building Materials,788.0,Small Cap
NDGL,Naga Dhunseri Group Limited,Financial Services,Capital Markets,268.0,Small Cap
NDL,Nandan Denim Limited,Consumer Cyclical,Textile Manufacturing,435.0,Small Cap
NDLVENTURE,NDL Ventures Limited,Communication Services,Entertainment,415.0,Small Cap
NDRAUTO,NDR Auto Components Limited,Consumer Cyclical,Auto Parts,1747.0,Small Cap
NDTV,New Delhi Television Limited,Communication Services,Broadcasting,843.0,Small Cap
NEAGI,Neelamalai Agro Industries Limited,Consumer Defensive,Farm Products,,Unknown
NELCAST,Nelcast Limited,Industrials,Metal Fabrication,1012.0,Small Cap
NELCO,Nelco Limited,Technology,Communication Equipment,2088.0,Small Cap
NEOGEN,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals,5828.0,Small Cap
NEPHROPLUS,,Healthcare,Medical Care Facilities,7069.0,Small Cap
NESCO,Nesco Limited,Industrials,Conglomerates,7295.0,Small Cap
NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods,281727.0,Large Cap
NETWEB,Netweb Technologies India Limited,Technology,Computer Hardware,30971.0,Mid Cap
NETWORK18,Network18 Media & Investments Limited,Communication Services,Entertainment,4646.0,Small Cap
NEULANDLAB,Neuland Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,29439.0,Mid Cap
NEWGEN,Newgen Software Technologies Limited,Technology,Software - Infrastructure,7371.0,Small Cap
NEXTMEDIA,Next Mediaworks Limited,Communication Services,Broadcasting,26.0,Small Cap
NFL,National Fertilizers Limited,Basic Materials,Agricultural Inputs,3600.0,Small Cap
NGLFINE,NGL Fine-Chem Limited,Healthcare,Drug Manufacturers - General,1733.0,Small Cap
NH,Narayana Hrudayalaya Limited,Healthcare,Medical Care Facilities,38248.0,Mid Cap
NHPC,NHPC Limited,Utilities,Utilities - Renewable,76624.0,Large Cap
NIACL,The New India Assurance Company Limited,Financial Services,Insurance - Diversified,30671.0,Mid Cap
NIBE,Nibe Limited,Industrials,Conglomerates,2168.0,Small Cap
NIBL,NRB Industrial Bearings Limited,Industrials,Tools & Accessories,76.0,Small Cap
NIITLTD,NIIT Limited,Consumer Defensive,Education & Training Services,1394.0,Small Cap
NIITMTS,NIIT Learning Systems Limited,Consumer Defensive,Education & Training Services,3149.0,Small Cap
NILAINFRA,Nila Infrastructures Limited,Real Estate,Real Estate - Development,274.0,Small Cap
NILASPACES,Nila Spaces Limited,Real Estate,Real Estate - Development,505.0,Small Cap
NILE,Nile Limited,Basic Materials,Other Industrial Metals & Mining,,Unknown
NILKAMAL,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3039.0,Small Cap
NIPPOBATRY,Indo National Limited,Industrials,Electrical Equipment & Parts,244.0,Small Cap
NIRAJISPAT,Niraj Ispat Industries Limited,Consumer Cyclical,Apparel Manufacturing,13.0,Small Cap
NIRLON,Nirlon Limited,Real Estate,Real Estate Services,5777.0,Small Cap
NITCO,NITCO Limited,Industrials,Building Products & Equipment,2425.0,Small Cap
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,Textile Manufacturing,3493.0,Small Cap
NITIRAJ,Nitiraj Engineers Limited,Technology,Scientific & Technical Instruments,205.0,Small Cap
NITTAGELA,Nitta Gelatin India Limited,Basic Materials,Specialty Chemicals,1412.0,Small Cap
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,Insurance - Life,15339.0,Mid Cap
NKIND,N.K Industries Limited,Consumer Defensive,Household & Personal Products,35.0,Small Cap
NLCINDIA,NLC India Limited,Utilities,Utilities - Regulated Electric,37578.0,Mid Cap
NMDC,NMDC Limited,Basic Materials,Steel,75188.0,Large Cap
NOCIL,NOCIL Limited,Basic Materials,Specialty Chemicals,2716.0,Small Cap
NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,Farm Products,110.0,Small Cap
NORTHARC,Northern Arc Capital Limited,Financial Services,Credit Services,4669.0,Small Cap
NOVARTIND,Novartis India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3643.0,Small Cap
NPST,Network People Services Technologies Limited,Technology,Software - Application,3374.0,Small Cap
NRAIL,N R Agarwal Industries Limited,Basic Materials,Paper & Paper Products,873.0,Small Cap
NRBBEARING,NRB Bearings Limited,Consumer Cyclical,Auto Parts,4568.0,Small Cap
NSIL,Nalwa Sons Investments Limited,Financial Services,Asset Management,2947.0,Small Cap
NSLNISP,NMDC Steel Limited,Basic Materials,Steel,11702.0,Small Cap
NTPC,NTPC Limited,Utilities,Utilities - Regulated Electric,326923.0,Large Cap
NTPCGREEN,,Utilities,Utilities - Renewable,76806.0,Large Cap
NUCLEUS,Nucleus Software Exports Limited,Technology,Software - Application,1935.0,Small Cap
NURECA,Nureca Limited,Healthcare,Medical Devices,294.0,Small Cap
NUVAMA,Nuvama Wealth Management Limited,Financial Services,Asset Management,32258.0,Mid Cap
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials,11436.0,Small Cap
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,95135.0,Large Cap
OAL,Oriental Aromatics Limited,Basic Materials,Specialty Chemicals,1160.0,Small Cap
OBCL,OBCL Limited,Industrials,Trucking,115.0,Small Cap
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,67841.0,Large Cap
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,101060.0,Large Cap
OIL,Oil India Limited,Energy,Oil & Gas Integrated,76117.0,Large Cap
OLAELEC,Ola Electric Mobility Limited,Consumer Cyclical,Auto Manufacturers,16044.0,Mid Cap
OLECTRA,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery,10515.0,Small Cap
OMAXAUTO,Omax Autos Limited,Consumer Cyclical,Auto Parts,415.0,Small Cap
OMAXE,Omaxe Limited,Real Estate,Real Estate - Development,1848.0,Small Cap
OMINFRAL,Om Infra Limited,Industrials,Engineering & Construction,803.0,Small Cap
OMNI,Omnitech Engineering Limited,Industrials,Specialty Industrial Machinery,7273.0,Small Cap
OMPOWER,Om Power Transmission Limited,Industrials,Engineering & Construction,,Unknown
ONEPOINT,One Point One Solutions Limited,Industrials,Specialty Business Services,1447.0,Small Cap
ONESOURCE,,Healthcare,Biotechnology,17516.0,Mid Cap
ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,294567.0,Large Cap
ONWARDTEC,Onward Technologies Limited,Technology,Information Technology Services,625.0,Small Cap
OPTIEMUS,Optiemus Infracom Limited,Technology,Electronics & Computer Distribution,5360.0,Small Cap
ORCHASP,Orchasp Limited,Technology,Software - Application,45.0,Small Cap
ORCHPHARMA,Orchid Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5199.0,Small Cap
ORICONENT,Oricon Enterprises Limited,Consumer Cyclical,Packaging & Containers,885.0,Small Cap
ORIENTALTL,Oriental Trimex Limited,Industrials,Building Products & Equipment,38.0,Small Cap
